antibody_id,virus_id,neut
PG9,1054_07_TC4_1499,0
b12,CAP340_2_00_B3_16,0
PGT135,CE2010_F5,0
PC39-23D,6041_V3_C23,0
ACS117,T250_4,0
PCT64-35S,YU2,0
PC39-28E,C3347_C11,0
2411a,BJOX002000_03_2,0
PCIN71F,94UG103,0
PCDN-22A,DU422_1,0
DF1W-a.02,R3265_C6,0
PGT121,CAP327_2_00_C6_37,0
DH1317.9,SO431_C1_1,0
2G12,BJ23_1,0
ACS130,CAP210_E8,0
PC39-61A,6545_V4_C1,0
PC39-23D,89_F1_2_25,0
LJF-0034,WITO4160_33,0
VRC34-pI4,A07412M1_VRC12,0
HmAb64,288_38,0
KD-247,CAAN5342,0
PCT64-24F,1006_11_C3_1601,0
HJ16,249M_B10,0
vFP5.01,C1080_C3,0
10-1074,9253_PRE_J18,0
bNAb1586,TV1_29,0
PGT121,92UG046,0
PGT142,CNE20,0
Bess1,703010054_2A2,0
A12V163-b.01,TH966_8,0
LJF-0087,CNE8,0
VRC43.02,Q23_17,0
VRC34-pI3,BJOX009000_02_4,0
LJF-0087,C2101_C1,0
IOMA,BL01,0
VRC26.13,ZM233_6,0
PC39-61B,3817_V2_C59,0
CH04,WEAU_D15_410,0
LJF-0087,DU123_06,0
PCT64-35D,89_6,0
1C2-rabbit,CH070_1,0
CAP257-RH1,Q769_H5,0
PGDM11,X1254_C3,0
3BNC117,SHIV_CNE40_JB98_W29_16,0
VRC24,TRJO4551_58,0
VRC41.02,KER2018_11,0
40591-a.01,A07412M1_VRC12,0
GPZ6-a.01,CNE14,0
3BNC117,VRC607_4_00_B11,0
CH04,P1981_C5_3,0
PCT64-35S,92RW020_2,0
17b,TZA125_17,0
DH270.5,0013095_2_11,0
HmAb64,CH119_10,0
VRC38.01,DJ263_8,0
PCT64-35K,93IN905,0
PCT64-35E,SC422_8,0
VRC26.03,CNE30,0
PGT135,ZM53_12,0
DF1W-a.01,CNE59,0
CAP257-RH1,269_12,0
PGT142,16845_2_22,0
N49P22,1394_C9G1,0
PGT143,928_28,0
VRC26.06,T257_31,0
PCIN71N1a,TRJO4551_58,0
447-52D,CAP210_E8,0
PCDN-38A,92TH021,0
EN01_007,X2088_C9,0
2557,ZM197_7,0
917B11,TRJO_C,0
PC39-50L,BJOX015000_11_5,0
PC39-50L,CNE8,0
PC39-23A,R3265_C6,0
N6LS.C51,BL01,0
IOMAmin3,3103_V3_C10,0
35O22,HT593_1,0
LJF-0109,6101_1,0
PG16,92UG038,0
PCDN-27C,MN_3,0
PCT64-35O,RHPA4259_7,0
IOMAexFACEmin,CH119_10,0
2G12,CT349_39_16,0
PGT130,B003_ENV04,0
VRC06b,TH976_17,0
Bess4,6811_V7_C18,0
VRC26.06,928_28,0
VRC34.01_Combo1,7165_18,0
1357,SC422_8,0
DH851.3,T250_4,0
PGT151,ZM135_10A,0
PGDM21,C1080_C3,0
PC39-45B,WITO4160_33,0
VRC38.01,CAAN5342,0
PCT64-35N,93IN905,0
PCDN-27C,ADA,0
6070-a.01,9004SS_A3_4,0
Ab1289,X1632_S2_B10,0
MinVRC01,191821_E6_1,0
2413b,3637_V5_C3,0
LJF-0034,MS208_A1,0
GPZ6-b.01,X2278_C2_B6,0
VRC26.06,SF162,0
2413a,3718_3_11,0
VRC-PG05,ZM249_1,0
15e,TRJO4551_58,0
PGT130,94UG114,0
2G12,YBF30,0
2G12,KO224_T87_2_4,0
CH02,CAAN5342,0
VRC38.08,BG1168_1,0
b12,CNE12,0
b12,CNE65,0
PGT126,T251_18,0
PCT64-35N,CAP210_E8,0
EN02_05_B08,191084_B7_19,0
VRC34.05,92RW020_2,0
10-1074,693_7989_V9_B8_14_REBOUND,0
NC-Cow3,CH119_10,0
2G12,SO405_T24_5,0
b12,B010_ENV09,0
DH270 IA2,57128_VRC15,0
VRC46.01,KER2008_12,0
CH04,CNE20,0
VRC26.30,TRO_11,0
1-79,DJ263_8,0
vFP1.01,TRO_11,0
DH650.8,C4118_9,0
TRNM-b.01,T251_18,0
VRC-PG05,PVO_4,0
917B11,THRO4156,0
VRC26.26,CNE10,0
VRC44.02,00836_2_5,0
AIIMS-P01,WITO4160_33,0
CH98,ZM246F,0
VRC46.01,T251_18,0
PC39-39B,SC422_8,0
VRC26.18,Q168_A2,0
PCDN-27D,MN_3,0
vFP7.04,CH070_1,0
VRC26.16,ZM135_10A,0
VRC26.12,TRJO4551_58,0
VRC34.05,3873_V1_C24,0
LJF-0024,6101_1,0
CAP257-RH1,6322_V4_C1,0
PGT128,THRO4156,0
PCDN-33A,3016_V5_C45,0
Bess1,6480_V4_C25,0
VRC26.04,THRO4156,0
VRC01i,TRO_11,0
VRC38.10,Q769_H5,0
DH511_UCA,CNE55,0
DH270.1,3326_V4_C3,0
VRC43.01,RHPA4259_7,0
PC39-50K,WITO4160_33,0
J038,BJOX028000_10_3,0
PGDM12,X1632_S2_B10,0
VRC38.06,X1632_S2_B10,0
ACS125,6535_3,0
HK20,92RW020_2,0
DH270.5,H086_8,0
IOMA,6480_V4_C25,0
DH796.1,CNE7,0
VRC38.01,6471_V1_C16,0
VRC41.01,Q769_D22,0
VRC23,BB539_2B13,0
DH650.8,Q23_17,0
VRC03,THRO4156,0
VRC41.02,TH966_8,0
b12,703357_C2,0
A12V163-a.02,246_F3_C10_2,0
PCDN-38A,CNE17,0
PGT130,6041_V3_C23,0
ACS130,1006_11_C3_1601,0
vFP16.02,269_12,0
M1214_N1,T255_34,0
vFP16.02,CNE3,0
447-52D,C4118_9,0
2G12,GX2010_36,0
CAP257-RH1,DU422_1,0
RHA1.V2.01,UG024_2,0
2408c.3,QH209_14M_A2,0
CH02,ZM109_4,0
m66.6,DU172_17,0
35O22,CNE17,0
DH511_I6,703010217_B6,0
ACS117,3301_V1_C24,0
2408c.3,3468_V1_C12,0
LJF-0109,T257_31,0
HmAb64,231965_C1,0
PC39-23A,89_F1_2_25,0
PCDN-22A,RHPA4259_7,0
m66.6,THRO4156,0
PCT64-24E,REJO4541_67,0
M4008_N1,BJOX028000_10_3,0
PC39-61B,Q461_E2,0
PGT145,6471_V1_C16,0
A12V163-b.01,CNE20,0
GPZ6-b.01,CH070_1,0
2219,242_14,0
PCDN-22B,92BR020,0
vFP49.02,X2131_C1_B5,0
LJF-0109,X2088_C9,0
PC39-17A,R3265_C6,0
2413c,MS208_A1,0
VRC26.21,DU172_17,0
2C06,T257_31,0
2G12,BC08,0
17b,CNE65,0
IOMA,CE2010_F5,0
PC39-39C,REJO4541_67,0
DH651.7,CE1176_A3,0
VRC26.05,CAAN5342,0
PC39-50K,89_F1_2_25,0
830A,SC422_8,0
VRC42.I3,CNE5,0
b13,CNE4,0
VRC34-pI3',3988_25,0
Bess1,X1193_C1,0
VRC34.01_Combo1,THRO4156,0
HGN194,6240_08_TA5_4622,0
DH796.1,BI369_9A,0
VRC34.05,RHPA4259_7,0
2G12,TH023_6,0
VRC26.33,Q168_A2,0
RHA1.V2.01,SS1196_1,0
2C09,CNE19,0
J038,ZM197_7,0
vFP1.01,25925_2_22,0
2408c.3,6785_V5_C14,0
VRC44.02,CH070_1,0
GPZ6-b.01,T257_31,0
VRC34.05,6095_V1_C10,0
447-52D,CE1176_A3,0
PGT125,ZM249_1,0
VRC34.05,DU151_02,0
PCT64-18D,BJOX009000_02_4,0
PCIN77C,SC422_8,0
6070-a.01,704809221_1B3,0
IOMA-HC-DDE,1056_10_TA11_1826,0
2413c,6631_V3_C10,0
PC39-28C,231965_C1,0
PG9,94UG114,0
LJF-0024,DU422_1,0
PC39-39B,CNE8,0
PGT128,C4118_9,0
A12V163-a.01,CNE57,0
BG505.50,QC406_70M_F3,0
DF1W-a.01,6322_V4_C1,0
2413b,CH070_1,0
Bess1,398_F1_F6_20,0
830A,B006_ENV02,0
HERH-c.01,398_F1_F6_20,0
PC39-50L,CNE19,0
PCT64-18F,BAL_01,0
b12,BG1168_1,0
PGT130,249M_B10,0
VRC34.05,CNE15,0
b6,JRFL,0
DH270min12,CAP244_D3,0
PGT135,MGRM_AG_002,0
b13,TRO_11,0
Min12A21,3301_V1_C24,0
VRC03,BJOX025000_01_1,0
vFP7.04,6471_V1_C16,0
2408c.3,ZA012_29,0
vFP7.04,YU2,0
TRNM-b.01,7165_18,0
vFP5.01,UG037_8,0
PC39-28E,CNE20,0
GPZ6-a.01,SS1196_1,0
2408b,KNH1209_18,0
vFP49.02,6405_V4_C34,0
b12,92UG031,0
DFPH-a.15,A07412M1_VRC12,0
GPZ6-a.01,M02138,0
PCT64-35D,6244_13_B5_4567,0
ACS125,1056_10_TA11_1826,0
1357,BZ167_12,0
PGT130,6240_08_TA5_4622,0
2G12,21399975_E2_B3,0
10E8,VRC607_13_14_G13,0
SF5,WITO4160_33,0
Ab1415,CNE8,0
J038,3326_V4_C3,0
PC39-50L,3817_V2_C59,0
VRC-PG04b,CNE7,0
VRC-PG04b,ZM197_7,0
PGT128,ZM233_6,0
HERH-a.01,ZM53_12,0
447-52D,KNH1209_18,0
PC39-45A,MN_3,0
6561-a.01,CH505_TF,0
PCDN-22B,6535_3,0
DH270.5,TH976_17,0
DH796.1,ZM214_15,0
41328-a.01,CE0682_E4,0
VRC-PG05,26191_2_48,0
GPZ6-b.01,T253_11,0
PCT64-18B,DU172_17,0
PGZL1,6545_V4_C1,0
V033-a.01,191084_B7_19,0
VRC26.22,QH0692_42,0
N6LS.C47,CAP210_E8,0
PCT64-35O,0815_V3_C3,0
VRC26.06,288_38,0
PGDM12,1054_07_TC4_1499,0
PGT126,B019_ENV02,0
m66,PVO_4,0
6561-a.01,6480_V4_C25,0
2558,ZM135_10A,0
VRC26.06,RHPA4259_7,0
VRC34.05,25711_2_4,0
VRC34.04,THRO4156,0
PGT121,304_F2_1_11,0
DH796.1,ADA,0
VRC43.02,ZM106_9,0
2557,PVO_4,0
2408b,3326_V4_C3,0
PGT121,1HB2_W4_103015_F1_S87,0
CAP257-RH1,TH976_17,0
VRC26.27,HXB2,0
PCT64-35S,89_F1_2_25,0
PC39-55A,HXB2,0
PCT64-18D,0260_V5_C36,0
VRC40.02,Q23_17,0
VRC34.06,ZM55_28A,0
IOMA-HC-DDE,398_F1_F6_20,0
10-1074,1HD1_W4_012616_A6_S94,0
GPZ6-b.01,ZA012_29,0
HERH-a.01,ZA012_29,0
VRC-PG20,DU123_06,0
VRC26.10,ZM135_10A,0
PCDN-38B,92TH021,0
VRC26.08,6480_V4_C25,0
VRC26.04,MB539_2B7,0
DH650.8,CE2060_G9,0
2G12,CAP347_2_00_B1_1,0
A12V163-a.02,3589_V1_C4,0
DH650.8,BJOX025000_01_1,0
MinVRC01,ZM135_10A,0
HJ16,REJO4541_67,0
DF1W-a.02,A07412M1_VRC12,0
b12,3817_V2_C59,0
CH04,6540_V4_C1,0
VRC44.02,25925_2_22,0
HERH-c.01,0439_V5_C1,0
4E10,GIL,0
Ab1368,X2278_C2_B6,0
41328-a.01,211_9,0
VRC-PG04,BJOX028000_10_3,0
J038,6101_1,0
PGDM11,928_28,0
LJF-0097,001428_2_42,0
M1214_N2,Q23_17,0
PCT64-18B,DU422_1,0
2G12,00836_2_5,0
447-52D,62357_14_D3_4589,0
b12,KO870_C2_10,0
ACS130,PVO_4,0
V031-a.01,CE2010_F5,0
IOMA-HC-DDE,BF1266_431A,0
LJF-0109,CH070_1,0
3BNC117,BJOX002000_03_2,0
10-1074,6775_V7_D6_3,0
PCT64-35K,BAL_01,0
10E8,VRC607_13_00_G3,0
CH98,BF1266_431A,0
2408b,BJOX010000_06_2,0
A12V163-a.01,DU172_17,0
VRC03,B023_ENV09,0
2408b,3718_3_11,0
3BNC117,VRC607_10_00_D1,0
DH270.5,R2184_C4,0
VRC23,CNE3,0
J038,26191_2_48,0
10E8-2fH/0fL,KER2018_11,0
E51,UG037_8,0
VRC26.27,MN_3,0
GPZ6-b.01,235_47,0
VRC26.06,3337_V2_C6,0
VRC38.01,BF1266_431A,0
3BC315,CNE7,0
DH270 UCA,Q23_17,0
VRC26.18,WITO4160_33,0
VRC26.18,6405_V4_C34,0
VRC-PG04b,CAP210_E8,0
GPZ6-a.01,TRO_11,0
vFP7.04,3817_V2_C59,0
2723-3131,CH119_10,0
2408c.3,P0402_C2_11,0
VRC26.11,REJO4541_67,0
CH103,CH070_1,0
M1214_N1.2,C1080_C3,0
V031-a.01,3301_V1_C24,0
2413a,0330_V4_C3,0
1C2-rabbit,ZM53_12,0
VRC34-pI4,P0402_C2_11,0
CH04,231965_C1,0
PGT128,X1632_S2_B10,0
E70,0013095_2_11,0
PC39-28A,DU172_17,0
PGT125,P0402_C2_11,0
VRC33.01,TV1_29,0
Bess4,R1166_C1,0
PCDN-38B,CE2010_F5,0
2G12,BCF02,0
VRC26.33,ZM109_4,0
VRC26.14,ZM109_4,0
VRC26.30,92RW020_2,0
VRC26.32,Q168_A2,0
4E10,B035_ENV09,0
PGT128,714909112_11,0
GPZ6-b.01,MI369_A5,0
4022,ZM197_7,0
PGT142,3337_V2_C6,0
RHA10.04,CAAN5342,0
GPZ6-a.01,6322_V4_C1,0
TRNM-b.01,QH0515_1,0
VRC38.10,X1632_S2_B10,0
PCT64-18D,DU172_17,0
35O22,3718_3_11,0
DRVIA7,DRVI01_0803_15,0
2G12,BC02,0
6561-a.01,BJOX028000_10_3,0
PCT64-24F,AC10_29,0
m66,Q168_A2,0
vFP49.02,TZA125_17,0
VRC26.22,TH976_17,0
VRC26.03,C2101_C1,0
PC39-28C,A07412M1_VRC12,0
IOMA,191821_E6_1,0
ACS117,REJO4541_67,0
Bess4,X1193_C1,0
DH851.3,263_8,0
6561-a.01,246_F3_C10_2,0
CAP257-RH1,NKU3006_EC1,0
PCT64-35K,92BR020,0
VRC26.19,TRJO4551_58,0
LJF-0109,CH117_4,0
PCT64-24G,TRO_11,0
IOMA,ZA012_29,0
CAP257-RH1,45_01DG5,0
DH796.1,0933_V4_C4,0
b12,6980_V1_C17,0
VRC33.01,00836_2_5,0
LJF-0142,CNE31,0
vFP5.01,269_12,0
4E9C,QD435_100M_B5,0
VRC42.I3,RHPA4259_7,0
A12V163-a.01,92RW020_2,0
M1214_N2.2,DU172_17,0
6561-a.01,Q168_A2,0
PCDN-38B,3301_V1_C24,0
916B2,YU2,0
LJF-0097,ZM135_10A,0
vFP16.02,ZM109_4,0
CAP257-RH1,ZM215_8,0
V033-a.01,CH181_12,0
VRC26.03,QH0692_42,0
LJF-0142,ZM135_10A,0
15e,H029_12,0
m66,ZM233_6,0
RHA10.01,CAP210_E8,0
2158,H035_18,0
PC39-55D,CAP210_E8,0
VRC42.05,TRJO4551_58,0
2G12,HN6A_40,0
DH270.1,16055_2_3,0
2G12,X1854_C2_10,0
PGT121,CNE56,0
VRC42.03,ZM55_28A,0
DF1W-a.01,89_6,0
PC39-50K,BJOX028000_10_3,0
15e,CH120_6,0
ElsE1,1056_10_TA11_1826,0
2413c,CNE7,0
A12V163-b.01,MB539_2B7,0
PGT135,703010054_2A2,0
M1214_N2,CAAN5342,0
PGT135,T251_18,0
M1214_N2,C1080_C3,0
VRC41.01,M02138,0
VRC34.01_Combo1,6535_3,0
vFP5.01,3337_V2_C6,0
DH270min11,CNE56,0
10-1074,6292_V7_F10_2,0
PGDM21,ELI,0
HJ16,0439_V5_C1,0
Min12A21,X1632_S2_B10,0
VRC06b,6631_V3_C10,0
DF1W-a.01,T253_11,0
DF1W-a.01,6471_V1_C16,0
PC39-28C,001428_2_42,0
1B2530,0013095_2_11,0
PGT156,THRO4156,0
2G12,CAP341_2_00_C10_18,0
DH796.1,DU422_1,0
O.1,6535_3,0
RHA1.V2.01,X1254_C3,0
M4008_N1,SC05_8C11_2344,0
DH270.1,R1166_C1,0
PGT121,6292_V7_A6_1,0
J038,57128_VRC15,0
HJ16,16936_2_21,0
VRC26.06,MB539_2B7,0
17b,SHIV_CNE40_JD14_W29_20,0
b12,9004SS_A3_4,0
40591-a.01,704809221_1B3,0
GPZ6-a.01,BJOX010000_06_2,0
V031-a.01,REJO4541_67,0
PC39-23D,0330_V4_C3,0
3BNC117,B028_ENV03,0
DFPH-a.15,C3347_C11,0
PC39-50J,HXB2,0
VRC06,T257_31,0
VRC34.06,Q168_A2,0
6561-a.01,703010217_B6,0
vFP1.01,6545_V4_C1,0
PGT123,Q259_17,0
VRC34.01_Combo1,928_28,0
DH270.1,247_23,0
6561-a.01,SF162,0
CH02,TH023_6,0
VRC26.13,MB539_2B7,0
VRC42.I3,T250_4,0
PGT121,693_2215_V9_A7_1_REBOUND,0
DH270min11,CNE15,0
VRC44.02,703010217_B6,0
LJF-0097,263_8,0
VRC34-pI3,UG037_8,0
2G12,YBF39,0
10E8-19fH/16fL,ZM106_9,0
A12V163-a.02,HXB2,0
35O22,B027_ENV01,0
40591-a.01,6405_V4_C34,0
PGT121,247_23,0
DH650.8,0013095_2_11,0
DH270 IA3,X1632_S2_B10,0
VRC34.05,0013095_2_11,0
PGT121,703010054_2A2,0
DJ85-d.01,X2088_C9,0
RHA1.V2.01,00836_2_5,0
vFP7.04,X1254_C3,0
10-1074,1HD4K_W4_062316PL3_A3_S25,0
Bess1,CNE53,0
VRC38.01,C4118_9,0
PGZL1_gVmDmJ,89_F1_2_25,0
E51,PVO_4,0
PC39-23D,263_8,0
VRC-PG04b,CH117_4,0
VRC40.02,KER2008_12,0
VRC06,Q461_E2,0
DFPH-a.15,269_12,0
A16,CAP45_G3,0
b12,ZENV16_1202_7,0
PCT64-35S,CAAN5342,0
PGT128,BJOX025000_01_1,0
HERH-c.01,SS1196_1,0
A12V163-a.01,CAAN5342,0
m66,M02138,0
2G12,SH6_81,0
LJF-0097,X2088_C9,0
m66.6,CAP210_E8,0
41328-a.01,T257_31,0
35O22,CNE15,0
VRC26.14,CAP256_PI,0
PGT142,94UG103,0
447-52D,CNE31,0
VRC34.05,CH038_12,0
Ab1573,CNE8,0
VRC26.03,92RW020_2,0
4E10,SO225_H11_12,0
PC39-23A,CAP45_G3,0
PCT64-24B,REJO4541_67,0
vFP1.01,MB201_A1,0
PC39-28D,DU172_17,0
V031-a.01,1054_07_TC4_1499,0
VRC-PG05,CNE15,0
VRC26.26,3637_V5_C3,0
PCT64-35O,DU172_17,0
M1214_N2.2,ZM246F,0
A12V163-a.01,SC422_8,0
41328-a.01,TRO_11,0
2909,Q23_17,0
NC-Cow5,0260_V5_C36,0
VRC23,DU172_17,0
A12V163-a.01,R1166_C1,0
N49P18.1,T257_31,0
2G12,B025_ENV04,0
PC39-23A,6041_V3_C23,0
447-52D,CH115_12,0
VRC06b,6811_V7_C18,0
PGT126,B028_ENV06,0
2G12,KO426_T78_10,0
E51,ZM106_9,0
PCT64-35M,191821_E6_1,0
HERH-b.01,ZM53_12,0
PGT151,TH023_6,0
A12V163-a.02,TH976_17,0
PC39-50L,CNE52,0
RHA10.01,C4118_9,0
10E8 IgG mutant 5,3817_V2_C59,0
MinVRC01,CAP45_G3,0
1NC9,CAP88_6M_C10,0
SF5,6480_V4_C25,0
PGZL1_gVmDmJ,3016_V5_C45,0
VRC26.30,Q461_E2,0
TRNM-b.01,DU156_12,0
VRC42.I3,ZM215_8,0
2723-2121,BG505_W6M_C2,0
PC39-23A,REJO4541_67,0
EN02_01_D03,3326_V4_C3,0
PGT130,B019_ENV02,0
b12,89_F1_2_25,0
LJF-0085,3168_V4_C10,0
CH103,C4118_9,0
PC39-28C,CNE8,0
VRC26.05,CNE3,0
HmAb64,3337_V2_C6,0
6561-a.01,MI369_A5,0
LJF-0087,MS208_A1,0
179NC75,BB201_B42,0
DH1317.9,V704_1180_070ESN,0
3BC315,X1632_S2_B10,0
DH270.6,246_F3_C10_2,0
PGT121,CAP269_2_00_F11_1,0
IOMA,211_9,0
ACS130,BJOX002000_03_2,0
PG16,6244_13_B5_4567,0
GPZ6-a.01,89_6,0
PC39-55D,CE2060_G9,0
HERH-c.01,57128_VRC15,0
DF1W-a.02,P1981_C5_3,0
PCT64-35O,JRFL,0
PGT136,93MW959,0
E70,Q259_17,0
LJF-0085,R2184_C4,0
VRC42.I3,BB201_B42,0
1B2530,6405_V4_C34,0
DJ85-b.01,16845_2_22,0
10-1074,231966_C2,0
HJ16,B033_ENV02,0
VRC34.05,Q461_E2,0
gVRC-H1dC38/VRC01L,H086_8,0
PCT64-24F,BJOX025000_01_1,0
VRC26.26,CAAN5342,0
2G12,ZM135_10A,0
V033-a.01,6095_V1_C10,0
CH02,703010200_1E5,0
VRC26.03,BAL_26,0
17b,CAP256_SU,0
PC39-50F,CAP210_E8,0
PGT121,BB539_2B13,0
GPZ6-b.01,6322_V4_C1,0
10-1074,693_7989_V9_A8_1_REBOUND,0
PCT64-35M,92BR020,0
VRC38.08,57128_VRC15,0
PC39-61B,6540_V4_C1,0
2408b,X2278_C2_B6,0
PGT126,93RW029,0
DH270.6,HXB2,0
ACS125,Q769_D22,0
2558,THRO4156,0
PCT64-35M,CNE20,0
6561-a.01,CNE52,0
DH1317.9,19314479_A2_5,0
RHA10.01,P0402_C2_11,0
PCDN-22B,ZM249_1,0
DH511_I6,TRO_11,0
DH1317.9,T251_18,0
DH650.8,CAP210_E8,0
DH796.1,6535_3,0
PGZL1_gVmDmJ,249M_B10,0
VRC26.03,3817_V2_C59,0
PC39-50K,Q259_17,0
VRC41.01,6545_V4_C1,0
CAP257-RH1,T278_50,0
Bess4,703010054_2A2,0
DF1W-a.02,MN_3,0
447-52D,ZENV92_1008_8,0
PCT64-18D,6535_3,0
HJ16,45_01DG5,0
DH270.2,THRO4156,0
VRC46.01,ZM197_7,0
41328-a.01,6480_V4_C25,0
vFP5.01,DJ263_8,0
VRC34.01,BJOX028000_10_3,0
DH270.5,KER2018_11,0
PGT142,3468_V1_C12,0
10-1074,2936_V9_F2_3,0
TRNM-d.01,Q461_E2,0
DH270.5,CNE15,0
b13,242_14,0
E51,3817_V2_C59,0
VRC26.27,CNE30,0
DH270min12,CNE10,0
VRC24,ZM214_15,0
PC39-39C,CAP210_E8,0
HmAb64,X1254_C3,0
10E8 IgG mutant 5,CNE21,0
PC39-28E,BJOX025000_01_1,0
b12,CAP206_1_B5,0
10-1074,8074_BL_E12_4,0
DH511_UCA,CNE8,0
VRC26.13,96ZM651_02,0
LJF-0085,CH038_12,0
DJ85-b.01,235_47,0
PCIN77D,704809221_1B3,0
PGT126,NL43,0
3019,REJO4541_67,0
4022,RHPA4259_7,0
CH103,703010054_2A2,0
DH511_UCA,CH119_10,0
A16,CNE107,0
PC39-28C,CNE58,0
2G12,703357_C2,0
vFP1.01,6322_V4_C1,0
VRC06b,928_28,0
2408b,T255_34,0
DF1W-a.02,KER2018_11,0
DH851.3,3016_V5_C45,0
PGT151,C1080_C3,0
VRC07,DU422_1,0
HERH-a.01,PVO_4,0
916B2,QH209_14M_A2,0
PC39-39B,P0402_C2_11,0
2G12,21283649,0
vFP49.02,CNE59,0
M1214_N1.2,T257_31,0
6070-a.01,001428_2_42,0
vFP5.01,BS208_B1,0
6561-a.01,3468_V1_C12,0
VRC26.03,BR07,0
vFP1.01,7165_18,0
VRC26.12,PVO_4,0
HERH-c.01,ZM197_7,0
PGT155,BF1266_431A,0
17b,KNH1209_18,0
PGT151,16845_2_22,0
